# ieee-iab.txt -- Ethernet vendor IAB file for arp-scan
#
# This file contains the Ethernet vendor IABs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an IAB-vendor mapping in the form:
#
# <IAB><TAB><Vendor>
#
# Where <IAB> is the first 36 bits of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-iab at 2018-12-24 19:37:33
# using data from http://standards-oui.ieee.org/iab/iab.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
0050C2DD6	Transas Marine Limited                       
0050C2581	Devitech ApS                                 
0050C251B	Beta Lasermike Ltd                           
0050C2519	DBMCORP, Inc.                                
0050C259E	Legerity                                     
0050C259F	ads-tec GmbH                                 
0050C2595	Callpod, Inc.                                
0050C2598	Bundesamt für Strahlenschutz                 
0050C2567	Tess GmbH                                    
0050C2563	ORTRAT, S.L.                                 
0050C2564	Last Mile Gear                               
0050C255F	Moog Broad Reach                             
0050C2537	DST CONTROL AB                               
0050C2538	EtherTek Circuits                            
0050C2539	Detection Technology Inc.                    
0050C2575	SOLYSTIC                                     
0050C2571	Oberon Service srl                           
0050C256D	Computrol Fuel Systems Inc.                  
0050C256E	LAB-EL ELEKTRONIKA LABORATORYJNA S.J.        
0050C254C	Sintecnos srl                                
0050C254B	Innopsys                                     
0050C2541	WAVES SYSTEM                                 
0050C2542	AVerMedia Technologies, Inc.                 
0050C2509	Hillcrest Laboratories, Inc.                 
0050C250C	AIRWISE TECHNOLOGY CO., LTD.                 
0050C2502	Criterion Systems Limited                    
0050C24A9	Faber Electronics BV                         
0050C24A6	BUYANG ELECTRONICS INDUSTRIAL CO., LTD.      
0050C2490	Cloanto Corporation                          
0050C248F	DENGYOSHA co.,LTD.                           
0050C2486	Safegate International AB                    
0050C24EE	Beijing Corelogic Communication Co., Ltd.    
0050C24EB	Mandozzi Elettronica SA                      
0050C24BC	Saia Burgess Controls AG                     
0050C24B9	Rose Technologies                            
0050C24B2	TESLA, a.s.                                  
0050C24AE	ads-tec GmbH                                 
0050C24AD	OpenPeak, Inc.                               
0050C24E4	Embigence GmbH                               
0050C24E1	SS Telecoms CC                               
0050C24DA	MEDIORNET GmbH                               
0050C24FF	Dakty GmbH                                   
0050C24F8	Prodco International Inc.                    
0050C24F5	Monroe Electronics, Inc.                     
0050C249F	GCS, Inc                                     
0050C2499	Trellia Networks                             
0050C24D0	RCS Energy Management Ltd                    
0050C24C6	Rubin Ltd.                                   
0050C24C3	Quantum3D, Inc.                              
0050C2430	Arcom Digital                                
0050C2426	STOM System                                  
0050C2429	Matthews Australasia                         
0050C242A	DSP DESIGN                                   
0050C2420	Boundless Technologies                       
0050C243A	ProDesign GmbH                               
0050C243D	Ann Arbor Sensor Systems LLC                 
0050C2434	ImperativeNetworks                           
0050C2433	Idetech Europe S.A.                          
0050C2408	TERN, Inc.                                   
0050C240B	Center VOSPI JSC                             
0050C240C	Applied Materials UK Ltd                     
0050C2401	Promess Incorporated                         
0050C2402	Numeron Sp. z o.o.                           
0050C23FE	HaiVision Systems Inc                        
0050C23F8	Superna Ltd                                  
0050C23F9	Sintium Ltd                                  
0050C247C	AUCONET GmbH                                 
0050C247B	Pitney Bowes, Inc                            
0050C241F	Avionica, Inc                                
0050C241C	Infrasafe, Inc.                              
0050C2415	SensoTech GmbH                               
0050C2416	SELCO s.r.l.                                 
0050C2412	TSB Solutions Inc.                           
0050C2464	XYTAC system technologies                    
0050C2461	TATTILE SRL                                  
0050C245A	Funkwerk plettac electronic GmbH             
0050C2457	Danbridge                                    
0050C2450	Enconair Ecological Chambers Inc.            
0050C244C	Computime Systems UK Ltd.                    
0050C244B	Solace Systems, Inc.                         
0050C2444	Offshore Systems Ltd                         
0050C243E	Coppercom                                    
0050C246E	Avenir Technologies Inc.                     
0050C246B	EASYTECH GmbH                                
0050C23E6	CRDE                                         
0050C23E1	NeuLion Incorporated                         
0050C23D1	Braintronics BV                              
0050C23D7	TTC TELEKOMUNIKACE Ltd                       
0050C23D2	Adilec Enginyeria SL                         
0050C2396	RapidWave Inc.                               
0050C23AF	Norbit ODM AS                                
0050C2383	ICS Electronics                              
0050C23AC	InAccess Networks                            
0050C23AA	Networked Robotics Corporation               
0050C23A5	LabJack Corporation                          
0050C23A0	StreetFire Sound Labs, LLC                   
0050C23B9	Gilbarco Autotank AB                         
0050C237E	Ni.Co. S.r.l.                                
0050C2371	DIGITAL ART SYSTEM                           
0050C236E	Minicom Advanced Systems Ltd                 
0050C23F4	MC TECHNOLOGY GmbH                           
0050C23F7	Advantage R&D                                
0050C23EF	PAT Industries, DBA Pacific Advanced Technology
0050C23EE	Commoca, Inc                                 
0050C23ED	The Board Room Inc.                          
0050C2391	Esensors, Inc.                               
0050C238C	EPSILON SRL                                  
0050C2386	Precision System Science Co.,Ltd             
0050C23CD	Micro-Measurements                           
0050C23C8	Wheels of Zeus Inc.                          
0050C23C3	4g Technologies, L.P.                        
0050C2364	Tattile srl                                  
0050C235A	Advanced Si-Net Co., LTD.                    
0050C22CB	FACTS Engineering LLC                        
0050C22CC	EMBEDDED TOOLSMITHS                          
0050C22C1	Stage Tec Entwicklungsgesellschaft für professionelle Audio
0050C22C2	Smarteye Corporation                         
0050C2353	Crossing Informationssysteme GmbH            
0050C2349	SSI Schaefer Peem                            
0050C234C	Chuo Electric Works Co., LTD.                
0050C234D	BMK professional electronics GmbH            
0050C234E	ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C2328	I.C.S. Electronics Limited                   
0050C2318	Milmega Ltd                                  
0050C2315	ifak system GmbH                             
0050C22FD	American Microsystems, Ltd.                  
0050C22FE	Saab AB                                      
0050C22F3	Crossbow Technology, Inc.                    
0050C2311	Comodo                                       
0050C2308	FiveCo                                       
0050C2307	UNIONDIGITAL.,CO.LTD                         
0050C22D6	WIS Technologies                             
0050C22D5	PIXY AG                                      
0050C22E9	SRI International                            
0050C22EA	QUBIsoft S.r.l.                              
0050C22DF	MICREL-NKE                                   
0050C2344	ads-tec GmbH                                 
0050C233F	EXYS bvba                                    
0050C2342	St. Michael Strategies                       
0050C2343	ABB Xiamen Switchgear Co. Ltd.               
0050C2332	PUNJAB COMMUNICATIONS LTD                    
